id_tran;cpf;estabelecimento;valor;status;data; 
4439;237090498;IFOOD;204;aprovada;Apr-20;
1795;651922266;ifood;40;aprovada;Feb-20;
5115;74644851;IFOOD;254;aprovada;Feb-20;
2117;24502776;IFOOD;154;aprovada;Feb-20;
2085;976470539;IFOOD;146;aprovada;Mar-20;
797;135694438;ifood;11;aprovada;Feb-20;
85;450981743;ifood;104;aprovada;Apr-20;
4155;130265206;IFOOD;128;aprovada;Feb-20;
2051;859600787;IFOOD;68;aprovada;Mar-20;
1618;525217345;IFOOD;92;aprovada;Jan-20;
260;807619455;ifood;153;aprovada;Mar-20;
3402;704249960;ifood;164;aprovada;Feb-20;
3372;335284790;IFOOD;215;aprovada;May-20;
1727;649104271;IFOOD;247;aprovada;Apr-20;
983;874995628;ifood;136;aprovada;Apr-20;
2032;406565042;IFOOD;278;negada;Feb-20;
4251;926786046;ifood;175;aprovada;May-20;
2568;293939711;IFOOD;57;negada;Jan-20;
4639;317703130;ifood;109;aprovada;Apr-20;
4518;641357255;ifood;77;aprovada;Feb-20;
4566;866045473;IFOOD;178;aprovada;Jan-20;
1381;348529721;IFOOD;41;aprovada;Feb-20;
4408;657816937;IFOOD;274;aprovada;Mar-20;
2912;241628473;ifood;112;aprovada;Jan-20;
3257;428711870;ifood;284;aprovada;May-20;
4013;698300848;IFOOD;68;aprovada;May-20;
3373;548562065;ifood;253;aprovada;Apr-20;
4969;159735526;ifood;218;aprovada;May-20;
2987;293102232;IFOOD;119;aprovada;Jan-20;
4067;725233597;ifood;131;aprovada;Jan-20;
884;295936291;ifood;287;aprovada;Feb-20;
471;775830542;IFOOD;277;aprovada;May-20;
4858;735651043;ifood;238;aprovada;May-20;
5084;813379374;ifood;161;aprovada;May-20;
1122;371232534;IFOOD;299;aprovada;Apr-20;
4661;128211428;ifood;69;aprovada;Apr-20;
3484;517181285;ifood;110;aprovada;May-20;
4720;354439306;ifood;183;aprovada;Apr-20;
4907;342224222;IFOOD;157;aprovada;May-20;
2280;452718599;ifood;295;aprovada;Jan-20;
3994;512337030;IFOOD;200;aprovada;Jan-20;
4563;59238164;ifood;146;aprovada;Apr-20;
4998;755077935;IFOOD;79;aprovada;Jan-20;
3063;265397487;IFOOD;106;aprovada;Mar-20;
705;291805402;ifood;28;aprovada;Mar-20;
4354;332964190;ifood;210;aprovada;Apr-20;
3035;467097445;IFOOD;107;negada;May-20;
4535;776033566;IFOOD;170;aprovada;May-20;
1863;182958574;IFOOD;189;aprovada;Mar-20;
1283;313018047;IFOOD;97;aprovada;Mar-20;
2421;96527405;ifood;251;aprovada;Apr-20;
828;916212429;IFOOD;90;aprovada;May-20;
2508;538148858;IFOOD;211;aprovada;Jan-20;
2340;943030384;ifood;172;aprovada;Apr-20;
529;719387437;ifood;181;aprovada;Apr-20;
2891;809326865;ifood;194;aprovada;Jan-20;
4872;378604035;ifood;42;aprovada;Jan-20;
501;170305305;ifood;73;aprovada;Feb-20;
3975;825881144;ifood;287;aprovada;Feb-20;
4496;266328205;ifood;182;aprovada;Feb-20;
2591;426871150;ifood;185;aprovada;Feb-20;
2137;288621101;IFOOD;203;aprovada;Apr-20;
4791;421403008;IFOOD;262;aprovada;Jan-20;
2871;806585906;NETFLIX;29;aprovada;May-20;
3993;807619455;NETFLIX;23;aprovada;Mar-20;
949;81391617;NETFLIX;38;aprovada;Feb-20;
1367;160336024;NETFLIX;33;aprovada;Apr-20;
94;77880725;NETFLIX;37;aprovada;May-20;
2608;341952029;NETFLIX;39;aprovada;Jan-20;
4514;231335689;NETFLIX;30;aprovada;Apr-20;
739;902446808;NETFLIX;31;aprovada;Apr-20;
4215;240896583;NETFLIX;41;aprovada;Mar-20;
2549;307689021;NETFLIX;27;negada;Feb-20;
4798;82344968;NETFLIX;30;aprovada;Feb-20;
4668;807619455;NETFLIX;24;aprovada;Feb-20;
771;358300655;NETFLIX;26;aprovada;May-20;
2771;735651043;NETFLIX;29;aprovada;Feb-20;
527;367844669;NETFLIX;31;aprovada;Feb-20;
2125;207549363;NETFLIX;25;aprovada;Jan-20;
3053;352729658;NETFLIX;34;aprovada;Feb-20;
1732;109123843;NETFLIX;41;aprovada;Feb-20;
966;406565042;NETFLIX;27;aprovada;Feb-20;
2789;753246858;NETFLIX;42;aprovada;Feb-20;
910;2317113;NETFLIX;43;aprovada;Jan-20;
2133;211955869;NETFLIX;28;aprovada;Feb-20;
3276;977946315;NETFLIX;44;aprovada;Feb-20;
1717;649104271;NETFLIX;40;aprovada;Feb-20;
2516;813404722;NETFLIX;25;aprovada;Mar-20;
4848;235053593;NETFLIX;30;aprovada;May-20;
1295;558754132;NETFLIX;36;aprovada;Apr-20;
2376;867940024;NETFLIX;40;aprovada;Apr-20;
780;853768950;NETFLIX;26;aprovada;Mar-20;
2951;525217345;NETFLIX;33;aprovada;Mar-20;
4324;199104301;NETFLIX;22;aprovada;Jan-20;
600;237869601;NETFLIX;37;aprovada;May-20;
479;800140803;NETFLIX;44;aprovada;Jan-20;
2743;469185768;NETFLIX;45;aprovada;Feb-20;
1369;547532883;NETFLIX;36;aprovada;Mar-20;
1596;178025312;NETFLIX;27;aprovada;Feb-20;
3717;994616905;NETFLIX;24;aprovada;Apr-20;
2658;198895053;NETFLIX;44;aprovada;Apr-20;
2172;235262903;NETFLIX;27;aprovada;Apr-20;
1881;41878692;NETFLIX;31;aprovada;Feb-20;
3727;693664690;NETFLIX;41;aprovada;Jan-20;
3846;710697146;NETFLIX;43;aprovada;Jan-20;
2942;580071838;NETFLIX;37;aprovada;Apr-20;
2319;342544054;NETFLIX;38;aprovada;Jan-20;
5027;807619455;NETFLIX;23;aprovada;Jan-20;
3031;563935123;NETFLIX;41;aprovada;Mar-20;
4978;220304955;NETFLIX;41;aprovada;Feb-20;
1957;874169882;NETFLIX;27;aprovada;Mar-20;
5021;498001787;NETFLIX;41;aprovada;Apr-20;
2209;513737954;NETFLIX;23;aprovada;Apr-20;
4205;726035986;NETFLIX;42;aprovada;Apr-20;
693;704249960;NETFLIX;37;aprovada;Mar-20;
2165;355486386;NETFLIX;33;aprovada;May-20;
1115;452845690;NETFLIX;42;aprovada;Jan-20;
1073;227292531;NETFLIX;42;aprovada;May-20;
3854;127271137;NETFLIX;42;aprovada;Apr-20;
4355;407819347;NETFLIX;34;aprovada;Apr-20;
2864;209907996;NETFLIX;24;aprovada;May-20;
2232;928314006;NETFLIX;33;aprovada;May-20;
4918;673819356;NETFLIX;37;aprovada;Jan-20;
4714;594963489;NETFLIX;22;aprovada;Jan-20;
3302;806603030;NETFLIX;36;aprovada;Apr-20;
2643;450981743;NETFLIX;29;negada;May-20;
4852;68303890;NETFLIX;27;aprovada;Feb-20;
1632;993256129;NETFLIX;28;aprovada;Feb-20;
4260;317703130;NETFLIX;28;aprovada;Feb-20;
1895;698162346;NETFLIX;23;aprovada;May-20;
1359;615579947;NETFLIX;23;aprovada;Apr-20;
5038;790705771;NETFLIX;33;aprovada;Mar-20;
1060;693664690;NETFLIX;39;aprovada;Mar-20;
2064;853768950;NETFLIX;30;negada;Mar-20;
4033;251670693;NETFLIX;40;aprovada;Feb-20;
3093;112781298;NETFLIX;32;aprovada;Jan-20;
1019;71507869;NETFLIX;29;aprovada;Jan-20;
3997;641173949;NETFLIX;35;aprovada;Mar-20;
2928;159735526;NETFLIX;44;aprovada;May-20;
3471;241628473;NETFLIX;32;aprovada;Feb-20;
4227;467421635;NETFLIX;40;aprovada;Feb-20;
1799;250295512;NETFLIX;37;aprovada;Jan-20;
4999;799517875;NETFLIX;38;aprovada;May-20;
2154;235262903;NETFLIX;30;aprovada;Mar-20;
268;84205824;NETFLIX;26;aprovada;Feb-20;
1997;954085213;NETFLIX;44;aprovada;Feb-20;
3133;317703130;NETFLIX;42;aprovada;Mar-20;
3369;207160816;NETFLIX;25;aprovada;May-20;
4311;905954255;NETFLIX;38;aprovada;Mar-20;
550;155929926;NETFLIX;45;aprovada;Feb-20;
2858;793059892;NETFLIX;29;aprovada;May-20;
3579;945450495;NETFLIX;45;aprovada;May-20;
4494;94842377;NETFLIX;29;aprovada;Apr-20;
4530;122276725;NETFLIX;38;aprovada;May-20;
417;362387439;NETFLIX;40;aprovada;May-20;
2565;916212429;NETFLIX;25;aprovada;Apr-20;
2697;726035986;NETFLIX;39;aprovada;Jan-20;
62;719387437;NETFLIX;30;aprovada;May-20;
4929;371669304;NETFLIX;30;aprovada;Feb-20;
1733;631237395;NETFLIX;25;aprovada;Jan-20;
5052;240398183;NETFLIX;31;aprovada;Mar-20;
1121;518099846;NETFLIX;25;aprovada;Apr-20;
971;777513610;NETFLIX;24;aprovada;Mar-20;
1760;314297810;NETFLIX;36;aprovada;Feb-20;
4211;522015084;NETFLIX;22;aprovada;Mar-20;
1125;584749695;NETFLIX;22;aprovada;Apr-20;
376;219742196;NETFLIX;39;aprovada;Apr-20;
1909;264051557;NETFLIX;39;aprovada;Apr-20;
3363;159735526;NETFLIX;41;aprovada;Mar-20;
525;354439306;NETFLIX;31;aprovada;Mar-20;
1173;993256129;NETFLIX;23;aprovada;Mar-20;
544;726911270;NETFLIX;34;aprovada;Mar-20;
3423;806603030;NETFLIX;28;aprovada;Apr-20;
397;426871150;NETFLIX;32;aprovada;Jan-20;
4412;580747682;NETFLIX;39;aprovada;Jan-20;
4996;143984536;NETFLIX;24;aprovada;May-20;
2267;888216231;NETFLIX;24;aprovada;May-20;
2457;658517568;NETFLIX;37;aprovada;Mar-20;
3101;893644632;NETFLIX;29;aprovada;Apr-20;
1800;823555140;NETFLIX;23;aprovada;Apr-20;
3706;71008995;NETFLIX;22;aprovada;Jan-20;
4287;788995942;NETFLIX;25;aprovada;May-20;
703;74462169;NETFLIX;45;aprovada;Mar-20;
4761;476469328;NETFLIX;34;aprovada;Jan-20;
4343;878427639;NETFLIX;36;aprovada;Feb-20;
3120;377415490;NETFLIX;35;aprovada;Apr-20;
3666;893644632;NETFLIX;27;aprovada;Jan-20;
4094;996668029;NETFLIX;35;aprovada;Mar-20;
3605;403041522;NETFLIX;44;aprovada;Jan-20;
3590;819956145;NETFLIX;45;aprovada;Apr-20;
4326;637992749;NETFLIX;32;aprovada;Mar-20;
1875;565091563;NETFLIX;30;aprovada;Feb-20;
493;499650175;NETFLIX;22;aprovada;May-20;
27;192778157;NETFLIX;42;aprovada;Mar-20;
2896;425493481;NETFLIX;45;aprovada;Apr-20;
2095;622061196;NETFLIX;32;aprovada;Apr-20;
368;214161499;NETFLIX;33;aprovada;May-20;
2840;904189751;NETFLIX;39;aprovada;Mar-20;
3673;882575416;NETFLIX;33;aprovada;Feb-20;
1374;89559304;NETFLIX;33;aprovada;Feb-20;
3465;513444815;NETFLIX;31;aprovada;May-20;
1497;291805402;NETFLIX;33;aprovada;May-20;
3921;396309301;NETFLIX;22;aprovada;Mar-20;
4581;105422610;NETFLIX;34;aprovada;Feb-20;
3157;644725140;NETFLIX;45;aprovada;May-20;
4399;491688792;NETFLIX;28;aprovada;May-20;
3650;342224222;NETFLIX;34;negada;Jan-20;
1213;885341167;NETFLIX;39;aprovada;Mar-20;
1802;530558445;NETFLIX;28;aprovada;May-20;
3379;457065407;NETFLIX;45;aprovada;Mar-20;
3716;724784604;NETFLIX;33;aprovada;Feb-20;
1657;517181285;NETFLIX;37;aprovada;Jan-20;
2699;637562720;NETFLIX;32;aprovada;Jan-20;
4442;20132727;NETFLIX;29;aprovada;May-20;
2902;726035986;NETFLIX;36;aprovada;May-20;
3137;698300848;NETFLIX;43;aprovada;Mar-20;
3534;386831880;NETFLIX;41;aprovada;Feb-20;
1840;531127715;NETFLIX;34;aprovada;May-20;
1274;264498302;NETFLIX;22;aprovada;May-20;
4988;525217345;NETFLIX;45;aprovada;Apr-20;
2233;602625546;NETFLIX;26;aprovada;Apr-20;
3634;199104301;NETFLIX;22;aprovada;Jan-20;
2434;855017070;NETFLIX;25;aprovada;Apr-20;
2481;909574703;NETFLIX;25;aprovada;Feb-20;
1514;456463988;NETFLIX;38;negada;Feb-20;
3217;110484584;NETFLIX;46;aprovada;May-20;
613;855387121;NETFLIX;27;aprovada;Apr-20;
1811;522015084;NETFLIX;35;aprovada;May-20;
640;425493481;NETFLIX;39;aprovada;Jan-20;
864;251670693;NETFLIX;36;aprovada;Feb-20;
3235;199104301;NETFLIX;24;aprovada;Mar-20;
1853;928021019;NETFLIX;37;aprovada;Apr-20;
513;572080157;NETFLIX;40;aprovada;Jan-20;
1179;340506396;NETFLIX;26;aprovada;Feb-20;
3833;109534478;NETFLIX;38;aprovada;Mar-20;
3273;759198539;NETFLIX;26;aprovada;Mar-20;
2000;576673658;NETFLIX;40;aprovada;Feb-20;
4157;54161125;NETFLIX;44;aprovada;May-20;
4955;673819356;NETFLIX;42;aprovada;Feb-20;
4502;843495980;NETFLIX;35;aprovada;May-20;
416;397983039;NETFLIX;27;aprovada;May-20;
2654;693682129;NETFLIX;30;aprovada;May-20;
1272;82344968;NETFLIX;30;aprovada;Mar-20;
1365;459112867;NETFLIX;46;aprovada;May-20;
1752;368473236;NETFLIX;43;aprovada;Feb-20;
2368;388671909;NETFLIX;36;aprovada;May-20;
3607;874995628;NETFLIX;24;aprovada;Mar-20;
1555;867182542;NETFLIX;43;aprovada;Jan-20;
3400;351465372;NETFLIX;30;aprovada;Feb-20;
1971;207549363;NETFLIX;38;aprovada;Mar-20;
4586;807619455;NETFLIX;34;negada;Feb-20;
1998;377415490;NETFLIX;43;aprovada;Feb-20;
1096;235804811;NETFLIX;32;aprovada;Jan-20;
4664;918979649;NETFLIX;40;aprovada;May-20;
1436;778314338;NETFLIX;29;aprovada;Jan-20;
4414;801862170;NETFLIX;36;aprovada;Jan-20;
2758;126865717;NETFLIX;41;aprovada;Jan-20;
1253;341952029;NETFLIX;38;aprovada;Mar-20;
3770;162434241;NETFLIX;33;aprovada;Apr-20;
835;976981026;NETFLIX;45;aprovada;Jan-20;
4083;468327595;NETFLIX;35;aprovada;Feb-20;
4662;759198539;NETFLIX;32;aprovada;Apr-20;
4389;547507596;NETFLIX;34;aprovada;May-20;
2839;841987340;NETFLIX;31;aprovada;Mar-20;
25;996668029;NETFLIX;23;aprovada;Jan-20;
1674;378604035;NETFLIX;25;aprovada;Feb-20;
240;755077935;NETFLIX;46;aprovada;Mar-20;
4660;127115364;NETFLIX;44;aprovada;Jan-20;
1055;333922572;NETFLIX;31;aprovada;Feb-20;
2192;667194767;NETFLIX;46;aprovada;Feb-20;
3936;429476467;NETFLIX;26;aprovada;Mar-20;
2210;513737954;NETFLIX;45;aprovada;Mar-20;
2616;513737954;NETFLIX;24;aprovada;Jan-20;
3570;109123843;NETFLIX;35;aprovada;Mar-20;
1524;748209207;NETFLIX;46;aprovada;Mar-20;
3790;909574703;NETFLIX;41;aprovada;Jan-20;
1759;658517568;NETFLIX;44;aprovada;Mar-20;
4400;779490220;NETFLIX;39;aprovada;Mar-20;
4799;798551780;NETFLIX;23;aprovada;Mar-20;
4390;709802432;NETFLIX;27;aprovada;Mar-20;
4917;250295512;NETFLIX;31;aprovada;Mar-20;
4930;476769574;NETFLIX;41;aprovada;May-20;
2872;94254831;NETFLIX;39;aprovada;Feb-20;
4684;890873973;NETFLIX;25;aprovada;Apr-20;
1054;227247683;NETFLIX;25;aprovada;May-20;
4197;641357255;NETFLIX;33;negada;Jan-20;
4446;347992888;NETFLIX;42;aprovada;May-20;
2890;457018909;NETFLIX;26;aprovada;Mar-20;
1763;512337030;NETFLIX;25;aprovada;Mar-20;
296;939107466;NETFLIX;32;negada;Mar-20;
1994;607785250;NETFLIX;43;aprovada;Mar-20;
4271;240896583;NETFLIX;22;aprovada;Apr-20;
4588;636722277;NETFLIX;34;aprovada;Apr-20;
267;190442729;NETFLIX;34;aprovada;Apr-20;
2716;20132727;NETFLIX;35;aprovada;May-20;
236;944042348;NETFLIX;27;aprovada;May-20;
542;778314338;NETFLIX;33;aprovada;May-20;
378;234594470;NETFLIX;43;aprovada;Mar-20;
4835;118181648;NETFLIX;33;aprovada;Feb-20;
3281;511349835;NETFLIX;27;negada;Feb-20;
2111;491688792;NETFLIX;38;aprovada;Jan-20;
5169;111895953;NETFLIX;25;aprovada;Feb-20;
1987;457065407;NETFLIX;44;aprovada;Jan-20;
4002;168560928;NETFLIX;33;aprovada;Apr-20;
2511;59238164;NETFLIX;31;aprovada;May-20;
4659;800140803;NETFLIX;38;aprovada;Feb-20;
5164;538305395;NETFLIX;22;aprovada;Apr-20;
4598;165431730;NETFLIX;37;aprovada;Feb-20;
4885;81391617;NETFLIX;29;aprovada;May-20;
925;68159565;NETFLIX;26;aprovada;Mar-20;
3481;259191314;NETFLIX;36;aprovada;Feb-20;
136;450981743;NETFLIX;41;aprovada;Feb-20;
4084;219742196;NETFLIX;22;aprovada;Apr-20;
4283;707924518;NETFLIX;23;aprovada;May-20;
1247;430815193;NETFLIX;27;aprovada;Apr-20;
5001;352769712;NETFLIX;42;aprovada;Mar-20;
1282;843245536;NETFLIX;45;aprovada;Jan-20;
3013;251670693;NETFLIX;37;aprovada;Apr-20;
981;393210172;NETFLIX;23;aprovada;Jan-20;
4510;981803471;NETFLIX;34;aprovada;Apr-20;
732;131560985;NETFLIX;32;aprovada;Feb-20;
3200;358300655;NETFLIX;27;aprovada;Apr-20;
3794;411276070;NETFLIX;29;aprovada;Feb-20;
5198;589663115;NETFLIX;35;aprovada;Feb-20;
1711;418081826;NETFLIX;23;aprovada;Jan-20;
1938;132466721;NETFLIX;34;aprovada;Feb-20;
5201;996668029;NETFLIX;25;aprovada;Apr-20;
2444;566428903;NETFLIX;40;aprovada;Jan-20;
1233;520501447;NETFLIX;26;aprovada;Jan-20;
358;303478741;NETFLIX;45;aprovada;Apr-20;
1413;360371028;NETFLIX;30;aprovada;Apr-20;
2480;855017070;NETFLIX;42;aprovada;May-20;
4039;893180779;NETFLIX;31;aprovada;Mar-20;
2967;79468578;NETFLIX;29;aprovada;Mar-20;
2693;423066692;NETFLIX;45;aprovada;May-20;
1832;970892456;NETFLIX;26;aprovada;Mar-20;
6;558754132;NETFLIX;26;aprovada;Mar-20;
2677;96527405;NETFLIX;35;aprovada;Mar-20;
4805;807619455;NETFLIX;44;aprovada;Feb-20;
2597;262856945;NETFLIX;45;aprovada;Mar-20;
3657;264999401;NETFLIX;45;aprovada;Apr-20;
3443;709802432;NETFLIX;26;aprovada;Mar-20;
3086;813379374;NETFLIX;23;aprovada;Mar-20;
5079;840210592;NETFLIX;46;aprovada;Mar-20;
161;870502297;NETFLIX;34;aprovada;Apr-20;
2205;227292531;NETFLIX;25;aprovada;Feb-20;
3362;264999401;NETFLIX;31;negada;Mar-20;
2219;397983039;NETFLIX;26;aprovada;Jan-20;
1280;709802432;NETFLIX;30;aprovada;Apr-20;
1487;525217345;NETFLIX;28;aprovada;Jan-20;
1232;800140803;NETFLIX;40;aprovada;Jan-20;
706;771723029;NETFLIX;33;aprovada;Mar-20;
3945;388671909;NETFLIX;39;aprovada;May-20;
4030;401619197;NETFLIX;32;aprovada;May-20;
3088;295936291;NETFLIX;34;aprovada;Apr-20;
4221;967280529;NETFLIX;29;aprovada;Jan-20;
690;615347868;NETFLIX;22;aprovada;Mar-20;
2393;47928889;NETFLIX;35;aprovada;May-20;
1040;348288097;NETFLIX;35;aprovada;Apr-20;
2296;69200773;NETFLIX;25;aprovada;Apr-20;
813;130265206;NETFLIX;38;aprovada;Apr-20;
106;889073439;NETFLIX;28;aprovada;Jan-20;
2802;190442729;NETFLIX;39;aprovada;Mar-20;
2551;615347868;NETFLIX;35;aprovada;Feb-20;
3097;331928492;NETFLIX;31;aprovada;Apr-20;
2037;540987651;NETFLIX;25;aprovada;Apr-20;
2262;798551780;NETFLIX;36;aprovada;May-20;
2436;68159565;NETFLIX;34;aprovada;Mar-20;
3227;517622268;NETFLIX;37;aprovada;May-20;
1243;994616905;NETFLIX;45;aprovada;Mar-20;
276;915201891;NETFLIX;24;negada;Feb-20;
5108;328737020;NETFLIX;41;aprovada;May-20;
4174;953642626;NETFLIX;33;aprovada;Feb-20;
963;231335689;NETFLIX;29;aprovada;Feb-20;
3424;528463807;NETFLIX;44;aprovada;Apr-20;
3151;112781298;NETFLIX;39;aprovada;Jan-20;
2519;943030384;NETFLIX;44;aprovada;Mar-20;
2026;512340819;NETFLIX;39;aprovada;May-20;
4329;118181648;NETFLIX;24;aprovada;Apr-20;
1718;264498302;NETFLIX;34;aprovada;Mar-20;
1203;548562065;NETFLIX;43;aprovada;Feb-20;
1006;74644851;NETFLIX;31;aprovada;May-20;
2092;355486386;NETFLIX;46;aprovada;Jan-20;
5114;534479905;NETFLIX;37;aprovada;Jan-20;
2935;686711479;NETFLIX;25;aprovada;May-20;
4819;295936291;NETFLIX;45;aprovada;Mar-20;
1422;706380020;NETFLIX;28;aprovada;Apr-20;
1513;746276000;RENNER;215;aprovada;May-20;
4099;638129986;RENNER;336;aprovada;Feb-20;
3330;456791733;RENNER;198;aprovada;May-20;
1688;388249629;RENNER;138;aprovada;Feb-20;
458;983012458;RENNER;355;aprovada;Apr-20;
509;719387437;RENNER;479;aprovada;Feb-20;
5059;278691411;RENNER;166;aprovada;Apr-20;
3916;352278618;RENNER;306;aprovada;Jan-20;
3265;967280529;RENNER;498;aprovada;Mar-20;
1988;328798960;RENNER;124;aprovada;Jan-20;
384;969685417;RENNER;274;aprovada;Mar-20;
2203;235804811;RENNER;274;aprovada;Mar-20;
2946;177210864;RENNER;170;aprovada;May-20;
3231;775830542;RENNER;204;aprovada;Feb-20;
5214;260846826;RENNER;463;aprovada;Jan-20;
54;378604035;RENNER;320;aprovada;Jan-20;
4554;543374178;RENNER;444;aprovada;Mar-20;
4648;680382468;RENNER;420;aprovada;Apr-20;
2128;946202982;RENNER;376;aprovada;Mar-20;
817;286848702;RENNER;291;aprovada;Jan-20;
147;317703130;RENNER;496;aprovada;Jan-20;
308;227292531;RENNER;426;aprovada;Apr-20;
1852;444722665;RENNER;100;aprovada;Feb-20;
380;430815193;RENNER;7;aprovada;Jan-20;
2180;928021019;RENNER;422;aprovada;Feb-20;
1592;400293650;RENNER;304;aprovada;Jan-20;
1320;816897561;RENNER;179;aprovada;Mar-20;
4617;866045473;RENNER;57;aprovada;Feb-20;
4245;456463988;RENNER;280;aprovada;Jan-20;
4301;352278618;RENNER;203;aprovada;Apr-20;
4225;777513610;RENNER;73;aprovada;May-20;
2537;798466063;RENNER;206;aprovada;Mar-20;
3;903791638;RENNER;441;aprovada;May-20;
3047;457018909;RENNER;384;aprovada;Mar-20;
3742;673819356;RENNER;360;aprovada;Feb-20;
4916;888216231;RENNER;246;aprovada;Jan-20;
1363;560854641;RENNER;459;aprovada;Feb-20;
3572;34879512;RENNER;156;aprovada;Apr-20;
5014;362387439;RENNER;156;aprovada;May-20;
2060;143984536;RENNER;241;aprovada;May-20;
4823;403041522;RENNER;356;aprovada;Apr-20;
2175;212445160;RENNER;336;aprovada;Feb-20;
938;622870009;RENNER;183;aprovada;Mar-20;
3199;241628473;RENNER;476;aprovada;Feb-20;
5177;370497921;RENNER;81;aprovada;Jan-20;
4048;953642626;RENNER;67;aprovada;Mar-20;
497;348529721;RENNER;297;aprovada;Jan-20;
2676;874995628;RENNER;378;aprovada;Jan-20;
947;126865717;RENNER;361;aprovada;May-20;
1041;469867737;RENNER;365;aprovada;Mar-20;
21;362052501;RENNER;431;aprovada;Feb-20;
5191;852014379;RENNER;403;aprovada;Feb-20;
3012;867940024;RENNER;230;aprovada;Feb-20;
3807;178770517;RENNER;83;aprovada;Mar-20;
4255;362387439;RENNER;472;aprovada;May-20;
3182;170893450;RENNER;386;aprovada;May-20;
1424;397983039;RENNER;265;aprovada;Mar-20;
2999;622061196;RENNER;222;aprovada;Apr-20;
2556;260631096;RENNER;81;aprovada;Apr-20;
4538;178959876;RENNER;390;aprovada;Mar-20;
2776;573999593;RENNER;471;aprovada;Mar-20;
4010;844042847;RENNER;448;aprovada;Jan-20;
3342;82344968;RENNER;447;aprovada;May-20;
4861;469185768;RENNER;411;aprovada;Apr-20;
2215;761258650;RENNER;191;aprovada;Jan-20;
4781;388671909;RENNER;27;aprovada;Apr-20;
3382;138286490;RENNER;26;aprovada;Feb-20;
2456;406565042;RENNER;490;aprovada;Feb-20;
2754;217159066;RENNER;33;aprovada;Mar-20;
4621;767585643;RENNER;154;aprovada;Apr-20;
749;211826293;RENNER;374;aprovada;Jan-20;
285;206145984;RENNER;310;aprovada;Jan-20;
2300;353590839;RENNER;240;aprovada;May-20;
2097;707924518;RENNER;421;aprovada;May-20;
4026;368878018;RENNER;327;aprovada;Apr-20;
1769;698300848;RENNER;117;aprovada;Apr-20;
2450;974786521;RENNER;74;aprovada;Mar-20;
3561;95783716;RENNER;325;aprovada;Mar-20;
2975;693023755;RENNER;7;aprovada;Feb-20;
1578;397718421;RENNER;183;aprovada;May-20;
3485;576579656;RENNER;264;aprovada;Apr-20;
2123;816510790;RENNER;408;aprovada;Mar-20;
1162;34879512;RENNER;462;aprovada;Apr-20;
1341;598635143;RENNER;81;aprovada;Jan-20;
5018;701529277;RENNER;437;aprovada;May-20;
2842;667194767;RENNER;30;aprovada;Jan-20;
3918;996668029;RENNER;487;aprovada;Apr-20;
3501;239485597;RENNER;376;aprovada;May-20;
4451;383051104;RENNER;20;aprovada;Jan-20;
230;131560985;RENNER;291;aprovada;Apr-20;
1412;86436962;RENNER;358;aprovada;Apr-20;
2417;949709565;RENNER;331;aprovada;Mar-20;
4261;806603030;RENNER;468;aprovada;May-20;
2190;953642626;RENNER;357;aprovada;Jan-20;
1082;112781298;RENNER;461;aprovada;Mar-20;
4473;47928889;RENNER;130;aprovada;Apr-20;
2221;631374934;RENNER;187;aprovada;Apr-20;
4268;240398183;RENNER;362;aprovada;Apr-20;
653;538148858;RENNER;375;aprovada;Apr-20;
4032;634068942;RENNER;40;negada;Jan-20;
2427;70246032;RENNER;310;aprovada;Jan-20;
2585;700980889;RENNER;308;aprovada;May-20;
5131;34879512;RENNER;270;aprovada;Apr-20;
3188;520501447;RENNER;254;aprovada;Apr-20;
4264;194612861;RENNER;369;aprovada;Jan-20;
424;41878692;RENNER;474;aprovada;Mar-20;
878;458776255;RENNER;14;aprovada;May-20;
3027;953989648;RENNER;159;aprovada;May-20;
5221;615347868;RENNER;370;aprovada;Mar-20;
2969;949709565;RENNER;142;negada;May-20;
2845;584413494;RENNER;336;aprovada;Apr-20;
4671;659322446;RENNER;76;aprovada;May-20;
5140;641173949;RENNER;131;aprovada;Mar-20;
3083;240896583;RENNER;463;aprovada;Feb-20;
2964;40703137;RENNER;307;aprovada;Jan-20;
3213;568541166;RENNER;48;aprovada;Mar-20;
371;368473236;RENNER;462;aprovada;Jan-20;
1825;388671909;RENNER;489;aprovada;Feb-20;
4146;522015084;RENNER;485;aprovada;May-20;
1685;360371028;RENNER;447;aprovada;Mar-20;
4778;175828601;RENNER;74;aprovada;Mar-20;
4440;425493481;RENNER;167;aprovada;May-20;
4696;622061196;RENNER;483;aprovada;Mar-20;
2985;259191314;RENNER;73;aprovada;May-20;
3162;384213533;RENNER;227;aprovada;Jan-20;
3139;95783716;RENNER;93;aprovada;Apr-20;
3768;799517875;RENNER;159;aprovada;Apr-20;
3931;472298229;RENNER;227;negada;May-20;
5033;391082881;RENNER;136;aprovada;Mar-20;
464;3947638;RENNER;291;aprovada;Jan-20;
639;159615448;RENNER;22;aprovada;Mar-20;
2242;20132727;RENNER;59;aprovada;Mar-20;
344;178959876;RENNER;444;aprovada;Apr-20;
1665;511283819;RENNER;370;aprovada;Mar-20;
1411;213138070;RENNER;458;aprovada;Mar-20;
351;368473236;RENNER;87;aprovada;Mar-20;
316;396309301;RENNER;56;aprovada;May-20;
2777;765272534;RENNER;82;aprovada;Mar-20;
